Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,countryCODE
27.28733333,27.13858333,27.24708333,27.46591667,27.3535,27.49633333,27.466,26.93541667,26.81883333,26.92516667,27.00483333,26.96979167,26.91758333,27.13654167,27.13120833,26.77529167,26.587125,26.90270833,26.714625,26.74533333,26.90625,KIR
24.30033333,25.36183333,25.84233333,25.49175,26.32791667,25.31583333,26.67075,26.83683333,25.73654167,26.22295833,25.93075,25.414125,25.50095833,25.241875,25.37545833,25.123,25.51670833,25.90645833,26.048,24.89166667,25.89116667,KWT
3.72075,3.116166667,3.75275,4.050166667,3.414583333,4.873916667,4.393166667,4.600333333,3.746375,3.790958333,3.969166667,2.746208333,3.939208333,3.225541667,3.889416667,3.618958333,3.626333333,3.990416667,3.747958333,3.7245,3.676625,KGZ
6.920083333,5.639916667,5.9385,6.566333333,4.967,6.232083333,5.99775,7.108916667,6.246291667,6.134125,5.252541667,6.290708333,5.456041667,5.952,6.546791667,5.762458333,6.251458333,5.623541667,6.14575,6.418791667,5.400166667,LVA
16.92125,17.92625,18.66425,18.10483333,18.50016667,17.73158333,19.00166667,18.9815,18.12725,18.72541667,18.30466667,17.89966667,17.84029167,17.78170833,17.853875,17.76958333,17.95233333,18.41270833,18.69508333,17.43070833,18.18808333,LBN
14.89008333,14.63275,13.90275,14.246,13.65566667,13.95325,14.54233333,14.98216667,13.948625,13.8285,13.75329167,13.99541667,13.87570833,13.929125,13.46566667,13.77,13.89708333,13.838125,13.903,13.60616667,14.053875,LSO
25.65591667,25.83258333,25.72091667,25.94875,25.99625,25.99066667,26.46,25.88966667,25.59641667,25.71879167,25.63125,25.689875,25.45783333,25.70945833,25.72954167,25.6065,25.62308333,25.647,25.89395833,25.54025,25.78220833,LBR
7.46825,6.24175,6.809416667,7.007333333,5.405583333,6.72675,6.653166667,7.67825,6.977541667,6.694583333,5.962125,6.806708333,6.001125,6.467291667,6.972833333,6.358833333,6.756083333,6.124208333,6.712958333,6.97725,6.016375,LTU
10.22383333,9.65275,10.82216667,10.34266667,8.652583333,10.167,9.995416667,10.54233333,10.13983333,9.431541667,9.6285,9.971958333,9.657166667,9.600541667,9.974416667,9.80275,9.29875,9.327958333,9.197208333,10.46895833,9.557583333,LUX
23.34133333,23.45583333,23.44458333,23.47975,23.26291667,23.45291667,23.75341667,23.41925,23.11795833,23.13791667,23.20958333,23.03458333,22.765625,23.1355,23.06870833,22.969,23.00741667,23.111125,23.000625,22.975125,23.068875,MDG
22.39033333,21.94016667,21.98016667,22.30166667,21.96333333,22.03475,22.37791667,21.68925,21.660875,21.56754167,21.86433333,21.83433333,21.14225,22.04520833,21.56770833,21.34766667,21.632625,21.66608333,21.656125,21.542625,21.717,MWI
26.28658333,26.215,26.27716667,26.3345,26.23891667,26.55641667,27.055,26.24891667,26.07820833,25.99033333,26.07704167,26.06058333,25.8875,26.26908333,26.151,26.01658333,25.88770833,26.08745833,26.120375,26.009625,26.177625,MYS
28.56616667,28.9665,28.37625,28.904,29.25258333,29.13391667,29.49308333,28.79258333,28.70316667,28.72708333,28.92970833,28.64920833,28.48104167,28.73933333,28.51058333,28.31216667,28.47658333,28.6475,29.2835,28.61745833,28.58608333,MLI
18.83208333,19.05125,19.83766667,19.07275,18.96241667,19.39666667,19.31108333,19.842,19.048375,19.15495833,19.02516667,18.80816667,18.72483333,18.54404167,18.87270833,18.87816667,19.13575,18.72329167,18.83520833,18.93058333,19.05808333,MLT
27.955,27.85841667,27.91091667,28.26,28.5385,28.6,28.96991667,27.87291667,27.89925,28.20116667,28.172125,27.89516667,27.76016667,28.02208333,27.84095833,27.48375,27.82729167,27.79516667,28.45329167,27.86,27.769625,MRT
23.80908333,23.91108333,24.16583333,24.02341667,23.89116667,24.09741667,24.40591667,24.1075,23.733375,24.00533333,23.85329167,23.785375,23.56054167,23.723,23.81341667,23.62633333,23.66379167,23.78820833,23.89866667,23.80879167,23.86708333,MUS
20.65033333,20.93883333,21.32575,21.37066667,21.13216667,20.89858333,21.53175,21.1285,20.87683333,20.709125,20.90329167,20.65154167,20.50770833,20.82441667,20.8265,20.817625,20.8155,21.05841667,20.64133333,21.110375,20.81970833,MEX
0.261666667,-0.212583333,0.6935,0.7485,-0.082666667,1.2595,1.596916667,1.099166667,-0.497166667,-0.02775,0.266916667,-0.700958333,-0.044708333,-0.874666667,-0.206416667,0.464166667,-0.075416667,-0.462458333,-1.075,-0.438375,-1.309625,MNG
10.94225,10.78333333,11.7725,10.38358333,10.32358333,10.57216667,10.93083333,11.24866667,11.13729167,10.58520833,10.69045833,10.771375,10.51779167,9.981,10.18375,10.74175,10.6745,10.72945833,10.81304167,10.712375,10.54233333,MNE
17.68575,17.50266667,18.46041667,18.78883333,18.24833333,18.79925,18.71266667,18.36833333,18.06625,18.35291667,18.11170833,18.04316667,17.98308333,17.96720833,18.02695833,17.681,17.941875,18.108625,18.37275,18.03825,18.01354167,MAR
24.743,24.2475,24.04225,24.4765,24.09016667,24.15225,24.62341667,24.0815,23.84225,23.72541667,23.977375,23.98008333,23.349875,24.132,23.73158333,23.51575,23.81520833,23.86291667,23.70641667,23.63066667,23.86608333,MOZ
21.33683333,21.24833333,20.95108333,21.60025,20.82866667,20.81816667,21.67666667,21.46591667,20.81283333,20.7975,20.827875,20.976375,20.63920833,20.73025,20.102375,20.41983333,20.4855,20.59816667,20.84945833,20.20779167,20.44808333,NAM
15.07558333,15.27625,15.45825,15.45333333,15.45983333,14.69191667,15.57775,15.94458333,15.15254167,15.30408333,15.32933333,15.154625,15.15470833,14.73079167,15.45370833,15.14879167,15.28429167,15.49516667,15.37808333,14.95741667,15.00470833,NPL
10.75216667,9.8475,10.842,10.59466667,8.739333333,10.40941667,10.51858333,11.08616667,10.41554167,9.874625,9.854,10.19,10.07241667,10.0545,10.48333333,10.248125,9.892208333,9.696958333,9.540166667,10.69470833,9.987958333,NLD
22.95016667,22.781,22.67166667,23.70741667,23.6115,23.18333333,24.29891667,23.54941667,22.707375,23.21195833,22.76941667,22.94520833,22.62454167,22.686375,22.782625,23.061375,22.92079167,22.79433333,23.16716667,23.051,22.85729167,NCL
9.936166667,10.23825,10.54225,10.82108333,10.7435,10.542,11.633,11.61225,10.54320833,10.4475,10.09020833,10.33908333,10.054375,10.494125,10.08366667,10.67683333,10.55245833,10.538125,10.94241667,10.71016667,10.17329167,NZL
26.73125,26.61125,26.86691667,26.92175,26.40975,27.02683333,27.39625,26.46,26.05004167,25.77658333,26.16658333,26.317375,26.0365,26.18341667,26.285625,26.219125,25.955125,26.23195833,25.819875,26.28391667,26.3045,NIC
27.18508333,27.75333333,27.40058333,27.89541667,28.128,28.131,28.32766667,28.26875,27.59608333,27.67816667,27.649125,27.50095833,27.427625,27.64695833,27.63304167,27.44479167,27.39775,27.97995833,28.022,27.64766667,27.483125,NER
26.66366667,27.10333333,26.81883333,27.16516667,27.19466667,27.14491667,27.61191667,27.32916667,26.78445833,26.82104167,26.83958333,26.743125,26.60058333,26.88229167,27.033,26.81295833,26.76504167,27.10641667,27.09016667,26.847,26.82320833,NGA
1.296166667,0.419,0.4645,0.506,0.255666667,1.04375,0.465416667,1.27975,0.433416667,0.524833333,0.086916667,0.643916667,0.605,0.957833333,1.243,1.0085,0.937875,0.411791667,0.095875,1.321333333,0.432041667,NOR
26.73891667,27.36858333,27.75608333,27.3235,27.17358333,27.3465,28.18675,28.11283333,27.33458333,27.353,27.48991667,27.275875,27.459375,27.43695833,27.344875,27.43470833,27.08745833,27.54529167,27.415125,27.24183333,27.48241667,OMN
20.7085,21.44483333,21.16308333,21.07391667,20.93383333,20.73875,21.66275,21.863,21.28854167,21.22225,21.59958333,20.67958333,21.382,20.621875,21.03025,20.949125,20.91625,21.053375,21.013,21.00629167,20.91970833,PAK
27.1085,26.937,27.006,26.95808333,26.66833333,27.41291667,27.54741667,26.42525,26.47608333,26.20370833,26.61479167,26.71745833,26.38483333,26.53641667,26.58016667,26.43158333,26.28279167,26.48145833,26.23495833,26.40841667,26.78145833,PAN
23.09075,23.73425,24.47091667,23.96375,23.41483333,24.40741667,23.41725,23.69758333,23.68454167,23.85070833,24.17625,23.59825,23.29291667,23.427375,23.96854167,23.29058333,23.27929167,23.41579167,23.29025,23.17020833,23.74383333,PRY
20.83658333,20.5025,20.53058333,20.686,20.115,20.93658333,21.18183333,20.06775,20.12258333,19.97025,20.12520833,19.98558333,19.96308333,20.19791667,20.07804167,19.78158333,19.754125,19.88554167,19.85891667,19.93241667,20.12375,PER
26.9015,26.84633333,26.83133333,26.82641667,26.88791667,26.97633333,27.77941667,26.92575,26.63054167,26.58120833,26.55975,26.61920833,26.41875,26.60266667,26.68716667,26.570375,26.49870833,26.58570833,26.74154167,26.41583333,26.76795833,PHL
8.8135,7.831083333,8.921,8.26225,6.7685,7.980666667,8.315166667,9.035,8.682291667,7.870375,7.618875,8.156875,7.799166667,7.941875,8.301458333,8.10125,8.142125,7.730833333,7.895,8.527083333,7.662416667,POL
15.11133333,14.52016667,15.31283333,16.34741667,15.29633333,16.26758333,15.645,15.27908333,15.052375,14.87954167,14.94825,15.17575,15.169375,14.87454167,15.31229167,14.81891667,15.02054167,15.14708333,14.930375,15.217875,14.81641667,PRT
9.562583333,8.862916667,10.609,9.13875,8.649416667,8.523666667,9.178416667,10.091,9.926458333,9.149208333,9.131375,9.227833333,9.015666667,8.883875,9.192625,9.40925,9.331666667,9.508833333,9.598166667,9.162625,9.176083333,ROU
19.692,19.6935,19.71241667,19.9635,19.47741667,19.95575,19.95183333,19.50883333,19.49433333,19.769,19.6555,19.74529167,19.201875,19.71854167,19.52075,19.31145833,19.17604167,19.192,19.464875,19.58820833,19.83245833,RWA
27.103,27.24741667,27.14025,27.49275,27.17508333,27.44208333,27.812,27.32858333,26.77695833,27.01529167,27.02079167,27.075875,26.73533333,27.12491667,27.028625,26.92408333,26.73408333,26.82754167,27.048,26.93770833,26.97020833,LCA
26.75916667,26.52291667,26.74891667,27.03733333,26.84583333,26.70691667,27.12191667,26.78033333,26.40654167,26.40770833,26.55220833,26.531,26.42620833,26.49654167,26.56454167,26.4365,26.22825,26.18433333,26.51970833,26.31875,26.47795833,WSM
24.77125,25.741,26.29758333,25.98916667,26.433,25.86766667,26.85375,26.94058333,26.06591667,26.26470833,26.08208333,25.87554167,25.90254167,25.81929167,25.89158333,25.75141667,25.82325,26.30729167,26.28725,25.66275,26.08983333,SAU
28.45983333,28.6465,28.24108333,28.55691667,28.77566667,28.82133333,29.25425,28.12733333,28.19095833,28.453625,28.50008333,28.216375,28.014,28.28016667,28.19158333,27.80958333,28.16,27.93791667,28.60470833,28.187875,28.20854167,SEN
10.97558333,10.41441667,11.68225,10.27616667,9.824916667,9.984,10.56833333,10.91725,11.15204167,10.31370833,10.46316667,10.487875,10.31554167,9.824916667,10.16379167,10.668375,10.53895833,10.56854167,10.6695,10.46783333,10.36079167,SRB
26.39716667,26.60883333,26.35825,26.57816667,26.7045,26.6695,27.07575,26.5215,26.253,26.40629167,26.3935,26.36745833,26.14741667,26.41525,26.30354167,26.17141667,26.26783333,26.22883333,26.58029167,26.252625,26.41908333,SLE
8.727166667,7.982166667,9.297583333,8.153,7.126166667,7.773083333,8.333583333,8.675583333,8.766208333,7.77775,7.779791667,8.158916667,7.828208333,7.681875,8.058,8.228583333,8.063666667,8.020166667,8.043916667,8.438291667,7.789125,SVK
10.92533333,10.35,11.502,10.28958333,9.445,10.38291667,10.59733333,10.68691667,10.86570833,9.967458333,10.2255,10.33095833,10.150125,9.506083333,10.00883333,10.41270833,10.042875,10.13520833,9.9655,10.60704167,10.16754167,SVN
27.00191667,26.781,26.79308333,27.2005,27.12491667,26.95041667,27.37433333,26.99425,26.73766667,26.975375,26.59045833,26.80333333,26.58875,26.67775,26.77554167,26.690875,26.649625,26.98654167,26.79575,26.87783333,26.83016667,SLB
18.25616667,18.20275,17.61475,17.87075,17.25866667,17.61525,18.09533333,18.5455,17.48579167,17.38854167,17.331625,17.45008333,17.3395,17.498125,17.05891667,17.23454167,17.36133333,17.42241667,17.464,17.18254167,17.47895833,ZAF
13.95525,13.50066667,14.651,15.07216667,14.15125,15.10591667,14.552,14.3665,14.04908333,13.85175,13.98633333,14.1395,14.120125,13.72641667,14.24320833,13.77304167,13.92795833,14.00841667,13.65975,14.36554167,13.90066667,ESP
27.26983333,27.36741667,27.36525,27.5875,27.39958333,27.65766667,28.15325,27.36125,27.356,27.40554167,27.404125,27.40004167,27.09816667,27.35941667,27.36133333,27.11183333,27.07054167,27.2535,27.24370833,27.265125,27.46495833,LKA
26.87966667,27.68025,27.25733333,27.49883333,27.75066667,27.694,27.803,27.7195,27.17233333,27.67983333,27.385125,27.26908333,27.201625,27.40416667,27.172875,27.19445833,27.26154167,27.60579167,27.56166667,27.21241667,27.21025,SDN
26.80558333,26.58958333,26.56608333,27.04533333,26.82158333,27.04716667,27.40016667,26.7225,26.36225,26.5945,26.43475,26.58120833,26.31033333,26.74120833,26.449375,26.31366667,26.367,26.58941667,26.56695833,26.41541667,26.61204167,SUR
20.26983333,19.725,18.97041667,19.53933333,19.111,19.1525,19.86541667,19.78883333,18.93941667,18.933,18.984875,19.268375,18.838125,19.20229167,18.75470833,18.85058333,18.993375,19.21033333,18.81391667,18.80225,19.21729167,SWZ
3.87225,2.945,2.879916667,3.066,2.39175,3.730583333,2.872916667,3.543916667,2.878208333,2.955833333,2.304208333,3.16975,2.707041667,3.19525,3.60675,3.242375,3.334333333,2.626916667,2.382125,3.806666667,2.50625,SWE
8.059666667,7.617333333,8.821083333,7.751916667,6.974583333,8.212416667,7.958,7.902833333,7.933916667,7.137,7.56275,7.750208333,7.6295,7.079541667,7.62375,7.685541667,7.283416667,7.239916667,6.975916667,8.193666667,7.31875,CHE
4.4305,4.142666667,4.72025,4.808666667,4.275333333,5.452416667,5.116416667,5.425,4.469666667,4.762125,4.711708333,3.78,4.771625,4.14275,4.66875,4.2445,4.400666667,4.683291667,4.559458333,4.454833333,4.240291667,TJK
26.29116667,26.29708333,26.477,26.52991667,26.1855,26.63516667,27.37966667,26.22225,26.20120833,26.36775,26.45204167,26.26545833,25.95816667,26.407375,26.44525,26.10266667,25.96,26.26304167,26.59375,26.12895833,26.603125,THA
26.9755,27.23675,27.08166667,27.31133333,27.30583333,27.22541667,27.80558333,27.28033333,27.103375,27.01533333,26.95354167,26.81091667,26.67408333,27.05641667,27.19416667,27.04025,26.980875,26.99570833,27.205,26.882,27.0045,TGO
20.03316667,20.56766667,21.266,20.68316667,20.5275,21.084,20.76133333,21.65691667,20.49058333,20.70245833,20.651875,20.38795833,20.39979167,20.21708333,20.30470833,20.1225,20.45766667,20.1995,20.49929167,20.38775,20.61579167,TUN
10.51666667,11.27741667,12.74483333,12.18883333,12.40591667,11.568,12.88316667,13.08725,12.05783333,12.83783333,11.982,11.84608333,11.75583333,11.87095833,11.90216667,11.782625,11.74533333,12.36225,12.88691667,11.215125,12.23025,TUR
15.03683333,14.73541667,15.35641667,16.52091667,15.327,16.335,16.16258333,16.3785,15.1615,15.77725,15.76695833,14.81408333,15.47395833,15.47908333,15.547125,15.05504167,15.04254167,15.81375,15.805,14.64233333,15.25204167,TKM
23.29541667,23.39091667,23.41558333,23.57158333,23.3005,23.81366667,23.74425,23.28408333,23.26741667,23.62,23.49066667,23.45941667,23.04795833,23.35754167,23.17370833,23.06225,22.99425,23.14016667,23.24125,23.41520833,23.51483333,UGA
8.37975,7.458416667,8.80725,8.709083333,7.552583333,7.604583333,8.455583333,9.50725,8.567833333,8.563041667,7.983541667,8.333,8.005208333,8.447958333,8.439291667,8.319625,8.095416667,8.474458333,8.941,7.835833333,7.9545,UKR
27.28408333,28.07041667,28.39741667,27.98633333,28.31925,28.12066667,29.29258333,29.29841667,28.23283333,28.32291667,28.45416667,28.14279167,28.36683333,28.24841667,28.19620833,28.22591667,28.05741667,28.41333333,28.37829167,28.02625,28.445125,ARE
9.025,8.66975,9.15075,9.419583333,8.551166667,9.64425,9.46275,9.663333333,8.965041667,8.759625,8.840583333,9.035708333,9.000583333,9.022833333,9.227125,8.945375,8.962333333,8.674291667,8.396541667,9.488416667,8.739333333,GBR
17.52883333,17.64641667,18.13191667,17.66475,17.87416667,18.3655,17.5215,17.60775,17.768625,17.80729167,17.68716667,17.41441667,17.455625,17.43095833,17.85879167,17.126625,17.43945833,17.14041667,17.15004167,16.85491667,17.68545833,URY
12.86333333,11.956,12.63916667,13.97133333,12.45225,13.84725,13.245,13.9085,12.67691667,13.14795833,13.31420833,12.20491667,13.10883333,12.87354167,12.92095833,12.58141667,12.43904167,13.21833333,13.194125,12.18183333,12.6445,UZB
26.2665,26.402,26.99425,26.57766667,26.54616667,26.94,27.36866667,27.35358333,26.713375,26.460375,26.583625,26.50270833,26.681375,26.615875,26.53645833,26.479625,26.245625,26.738375,26.64541667,26.566625,26.6335,YEM
22.41466667,21.71158333,21.84658333,22.45141667,22.01808333,21.94975,22.30066667,21.45175,21.46641667,21.42929167,21.76233333,21.69383333,20.99154167,21.914875,21.30166667,21.13741667,21.2955,21.31466667,21.463,21.24175,21.57175,ZMB
22.84033333,21.85225,21.60875,22.49633333,21.55316667,21.56666667,22.14216667,21.48633333,21.21241667,21.18445833,21.491625,21.442625,20.667625,21.69529167,21.092125,20.905125,21.292,21.148375,21.16108333,21.07404167,21.453625,ZWE